review	sentiment
"The Lady in Cement is a veritable course on social anthropology of the late 60's. The writing, not the acting, is at center stage. Did I say - pure camp! Prepare to be offended if you are female or gay. Broad and dame are standard terms and gay baiting and bashing are represented for what they were in the day (camp- wise). Most of the lines are tossed off although there are wonderful performances by a very few outstanding character actors. The action scenes are mundane but it is fun to see Dan Blocker play a tough guy who likes bashing toughs. And Lanie Kazan and Racquel Welsh are at the voluptuous peak of their careers. Amazing to note they were both 28 years old and Mr. Sinatra was 53. The musical score, wait . . . was there a score? Well, you get the point. Watch it with friends who want a good laugh. it's full of them."	negative
"I'm not going to waste my time writing an essay and waste your time. I would like to say, however, that all those who are uptight about this movie even being made are being totally ridiculous. Johnnymacbest, you can't play that card, and I mean the nationalism patriotic card, to make people not watch this movie. this is a movie that expresses its free will in this country (oh yea i played that card)even though the director is German and deserves a slap on the wrist every time he reaches for a camera, but the world is full of controversy, and its the same thing you've heard before, like the GTA controversy. It's a comedy, laugh and be disgusted, not disgusted all together, its dark humor and obviously you don't have the heart to take it, the past is past, yes people remember those who were lost but its time to move on, that was !!!7!!! years ago. You can still watch this movie and have good moral values. <br /><br />Besides I'm insane, and who needs a soul?"	negative
"I used to love watching "Sabrina, the Teenage Witch" Friday nights on ABC's TGIF. I think this was one of the best shows on TGIF. My friends and I used to get together every Friday just to watch this show and we never missed an episode.<br /><br />My favorite character was Salem. He was adorable and sooo funny. I liked Sabrina's boyfriend Harvey, too. He was HOT. I think Melissa Joan Hart played a good teenage witch, too. My favorite episodes were "Sabrina Through the Looking Glass" and "Hilda and Zelda: the Teenage Years". Those episodes were great.<br /><br />Overall I really miss this show. I hope one day ABC brings it back with new episodes. I give this show 10/10 stars."	positive
"This film could be one of the most underrated film of Bollywood history.This 1994 blockbuster had all of it good performances,music and direction.I remember I was in Allahabad when this movie was running and it was somewhere in March at Holi time , the people there were playing its song "Ooe Amma" at their loudspeakers in highest volume. If someone who likes to watch Some Like It Hot and drools over Marilyn Monroe he should see this movie.Thumbs Up to Govinda.How many of you know that this film was shot in South of India and after Sholay could be one of the very few blockbuter to hit Silver Screen.With films like these Indian comedy could never be dead."	positive
"A suspenseful thriller that bears some resemblance to Deliverance as for scenery and setting. There are also some very innovatively shot scenes and good music, although the daftness and sometimes seemingly careless attitude of one of the characters is unfitting to the situation, although this is not a mayor problem. It also poses interesting questions about justness of revenge and limits of friendship.<br /><br />"	positive
"For a movie with a plot like this I would normally smell "tearjerker" in the first ten minutes and turn it off, but this was very well made, with emotional subtleties, great acting, and some genuinely funny moments. It was also interesting to see a different culture - a vanishing one at that. My wife and I both dug it!"	positive
"I saw the trailer for this movie in the 70's when I was barely 16 while viewing another film. Oh!!!! how excited me and my best friend were. we couldn't wait for the month or so until it would come on. I saw this movie 17 times that year at the theatre. I love,love,love it. Kris is so perfect for the film. He is brash and kinda trashy but also shy and uncertain with Babs and it is so endearing to watch it again. When they sing evergreen at the studio and he chimes in with his raspy voice so very different from the perfect notes coming from her but I always thought this was one of the best scenes in the movie. The way he looks at her and he is so proud.I could watch this movie every day. We tried to dress like est-her I even have the long sweater and cap that was so like the one she wore. this came on TV on time and I got my daughters to watch it they were teens and they loved it to. Maybe its just that I was so caught up into it at an age when everything was extreme don't know. The ending always has me in tears even today."	positive
"I think a lot of people just wrote this off as another one of Tom Cruise's weird movies (Magnolia, Eyes Wide Shut) but Vanilla Sky is definitely its own movie. Many people said it was weird; it wasn't. It was different and confusing but not weird. Weird is Stanley Kubrick or Pauly Shore. Different is The Truman Show. Confusing is The Matrix or The Game. And unlike Kubrick, this movie has a conclusion. Everything makes sense -- maybe not immediately, maybe not even today, but it will make sense. Vanilla Sky is confusing because David Aames (Tom Cruise) is confused. THAT'S the point. That's where the so-called "weirdness" that turned critics away came in. If they had bothered to "open [their] eyes" as the original 1997 Spanish movie, they would have seen that. And if that's not enough reason to see it, go see it for the music. Cameron Crowe offers a wonderful soundtrack; he uses it to set the "feel" -- that notorious element that many movies lack. With songs like The Beach Boys' "Good Vibrations" playing at the dramatic and emotional climax of the movie, he creates an offbeat, yet astoundingly "right" feel. A wonderful film, in its script, music, acting, and images, Vanilla Sky is sadly, a superficial bandwagon movie that critics chide in order to appear intelligent. Excellent: A+"	positive
"The New Batman Adventures (also called Gotham Knights) takes place 5 years after the final episodes of Batman: the Animated Series (B:TAS) and only aired for 24 episodes. This isn't a horrible show, but it just isn't as good as the original Batman Animated Series. I'll start with all the things that I found not to be very good.<br /><br />First thing's first, the animation itself: long and sweet, Gotham isn't dark anymore, the sky is always bright red and orange, B:TAS did this also, but it was drawn on a dark palate, do the colour of the sky was more ominous, in this show, the colour of the sky is too bright. It all just looks like any other kids show and doesn't seem unique like Batman: TAS did with it's dark, cool art style on Gotham. The art style is OK, but doesn't remind me of Batman anymore. Every character is comprised of straight lines, squares, and triangles making characters look less human-like. In the original series (B:TAS), characters look more like drawn versions of real people. The animation may be more consistent here than in B:TAS, but it definitely isn't as good. <br /><br />Next: some of the episodes seem too dumbed down and childish, but some of the subject matter is even stronger than in B:TAS.(Two-Face attempting to kill Tim Drake/Robin 2, and some villains get some pretty harsh treatment). This leads me to my next point.<br /><br />Because this is supposed to take place in the future as well as the final episodes of the Batman Animated Universe, many villains do meet their demise or leave forever. Poison Ivy apparently drowns when a cruise ship explodes; Two-Face nearly kills Penguin, Killer Croc, and himself, so he's moved to Arkham forever; Joker falls into the exhaust tower of an industrial plant (though he will return later on the Justice League Animated Series); Catwoman moves away to France leaving Batman, etc... Just because the series is ending does not mean that they have to get rid of some great characters! The villains' motives are pretty bad, too. There are none! In B:TAS, we learn that these villains are mentally tormented and their lives are ruined, that's why they act the way they do, in this show, the villains are just committing crimes to progress the story. It's like Batman just doesn't even care about saving whatever sanity there is left in the people that he fights, he just beats them senseless. This Batman is a colder and meaner version of the character, but since he's been doing this job for years, I can see why he is so harsh. <br /><br />Next, the redesigned character models: they're awful. Gordon slimmed down about 100 pounds... is he sick? Many villains look STUPID (Joker, Riddler, Catwoman, Mr. Freeze, Mad Hatter, and Killer Croc are among the WORST). Although, I do think that some characters look better (Bane, Scarecrow, Batgirl). Harley is about the same, and Ivy (who is even hotter now) has pale green skin.<br /><br />With the series having many faults, some episodes are great- Over the Edge, Mad Love, Beware the Creeper, Girls Night Out, Old Wounds, Legends of the Dark Knight, and Never Fear are my favourite ones here, in my opinion. All of the crossovers featuring Batman in the Superman Animated Series were great, also.<br /><br />The absolute WORST part about this show is how the creators say they love the animation of this series more than the original. On the DVD features of the original Batman Animated Series, they talk about how proud they were with the art style, and how difficult some characters were to animate, but they did eventually succeed with (the difficult animation necessary to animate Clayface, for example). On the DVD features of the New Batman Adventures, the creators basically say "To Hell with B:TAS, this is a fresh, new re-vamp, it looks better and we love how we NEARLY RUINED THE SERIES!" (Alright, that is an exaggeration). When the creators cast away the amazing art style of B:TAS, that really annoyed me!<br /><br />It's not a bad show, but I still don't like it as much as the original animated series. At least the show doesn't talk down to its audience, so for that reason, I still commend it. Though some of the episodes in this new series are fantastic and worth watching. <br /><br />Superman: the Animated Series, and Justice League: the Animated Series are great follow-up shows to Batman: the Animated Series and The New Batman Adventures, so give them a watch as well."	positive
"Nothing new is this tired serio-comedy that wastes the talents of Danny Glover and Whoopi Goldberg. Considering that this was produced by the stars and Spike Lee, it's pretty tame and tired stuff. And how come the Whoop never changes her hair or glasses over the many years this film covers? Blah!"	positive
"I really loved it although while reading the reviews it was quite disturbing to me..But as an anime art fan i can totally understand this perfect art work even though some of it was against my cultures and believes..But hey,it's the world of art..!! the beginning of the film is very strong,strange and confusing.it's hard to understand the contents which make me respect the one who made it.only someone who is extremely opened can do such daring film..it's absolutely not for kids..even though the characters are cute and adorable but they go through some disturbing adventures that cannot be erased(sorry if the spelling is wrong)from ones memory.."	positive
"CAT SOUP has two "Hello Kitty"-type kittens embarking on a bizarre trip through the afterlife, where anything can happen, and does. This mind-tripping Asian short uses no dialog, substituting word balloons instead. There is no way of describing this demented cartoon except to tell you to see it for yourself. And make sure no one under 10 is in the room. Dismemberment and cannibalism and cruelty and savagery and sudden death and callous disregard for others are common themes. Honest. Perhaps the most memorable image is that of an elephant composed of water that the kitties swim through and in, and also ride. But like practically everything else in this film, that silly, picaresque interlude soon comes to a horrible end."	positive
"As a low budget enterprise in which the filmmakers themselves are manufacturing and distributing the DVDs themselves, we perhaps shouldn't expect too much from Broken in disc form. And yet what's most remarkable about this whole achievement is the fact that this release comes with enough extras to shame a James Cameron DVD and a decidedly fine presentation.<br /><br />With regards to the latter, the only major flaw is that Broken comes with a non-anamorphic transfer. Otherwise we get the film in its original 1.85:1 ratio, demonstrating no technical flaws and looking pretty much as should be expected. Indeed, given Ferrari's hands on approach in putting this disc together you can pretty much guarantee such a fact.<br /><br />The same is also true of the soundtrack. Here we are offered both DD2.0 and DD5.1 mixes and whilst I'm uncertain as to which should be deemed the "original", the fact that Ferrari had an involvement in both means neither should be considered as inferior. Indeed, though the DD5.1 may offer a more atmosphere viewing experience owing to the manner in which it utilises the score, both are equally fine and free of technical flaws.<br /><br />As for extras the disc is positively overwhelmed by them. Take a look at the sidebar on the right of the screen and you'll notice numerous commentaries, loads of featurettes and various galleries. Indeed, given the manner in which everything has been broken down into minute chunks rather than compiled into a lengthy documentary, there really is little to discuss. The 'Anatomy of a Stunt' featurette, for example, is exactly what it claims to be, and the same goes for the rest of pieces. As such we get coverage on pretty much ever aspect of Broken's pre-production, production and post-production. And whilst it may have been preferable to find them in a more easily digestible overall 'making of', in this manner we do get easy access to whatever special feature we may wish to view.<br /><br />Of the various pieces, then, it is perhaps only the commentaries which need any kind of discussion. Then again, there's also a predictable air to each of the chat tracks. The one involving the actors is overly jokey and doesn't take the film too seriously. Ferrari's pieces are incredibly enthusiastic about the whole thing. And the technical ones are, well, extremely technical. Of course, we also get some crossover with what's been covered elsewhere on the discs, but at only 19 minutes none of these pieces outstay their welcome. Indeed, all in all, a fine extras package."	positive
"After the glories of The Snare, it was unlikely that a further outing for Hanzo would be able to do any better, and this doesn't breach that expectation, but it is a fine film and sits neatly in between the fun but messy first chapter and the terrific second in terms of quality and general entertainment. The screenplay comes from Yasuzo Masumura and has some parallels with The Snare, as well as the expected hi-jinks of a Hanzo film, but the film rings nice little changes on the formula by amping up the character driven humour as well as giving the film a quieter, reflective edge. The film opens with Hanzos assistants scared by a ghost, and typically he decides straight away that he needs to have carnal knowledge of this ghost. It turns out that the ghost is serving as a guard for a stash of stolen coins and from this set-up unfolds a story of theft, corruption and usury, with expected violent and sleazy results. Shintaro Katsu is terrific as expected as Hanzo, coming across effortlessly as a deadly fighter and sexual force of nature, he is equally good in the moments of knowing humour and likable, almost an ordinary gentleman in moments of drama, it is a beautifully rounded performance filled with social conscience and a touching edge of personal feeling. The expected comedy comes off fine as well, his moments with "Snake" Magobei are perhaps the most amusing of the series whilst his interactions with his servants are kookily entertaining as ever. Though neatly laden throughout with nice moments, a fair amount of action and a little sleaze, the film does lose a little from a relatively restrained approach. There are shades of both prior films, the plotting, pace and smarts recall The Snare and when the film aims for sleaze it does very well, with a potently handled and impactful early interrogation sequence. Equally though, director Yoshio Inoue presents potentially sleazy scenes in a more experimental way as per Kenji Misumi's less well handled work in Sword Of Justice, with consequences sometimes very nice, as with a man playing a tune on the koto, with close ups of his fingers plucking at the strings as unbeknownest to him Hanzo ploughs his wife, and sometimes a bit weak, as with an orgy that is reduced to a nudity free psychedelic whirl of limbs in motion that just looks confusing. The nudity and bloodshed is generally downplayed which is a pity, though there is a little of both a stronger approach would have worked better, it is definitely the sort of film where trashy and unrestrained nudity and violence are most appropriate. But even with less in the way of exploitative goods this is still thoroughly entertaining stuff, the predictable moments are wrought with aplomb and there is more than enough intrigue and excitement, even some effective surprises to go around. Its a film for the fans really, playing off the work laid down in the previous instalments and working sweetly if not spectacularly with it. Altogether a near wholly pleasurable if mildly flawed end to a delightful trilogy, the second best of them and well worth a watch for enthusiasts of such things."	positive
"<br /><br />I'm sure things didn't exactly go the same way in the real life of Homer Hickam as they did in the film adaptation of his book, Rocket Boys, but the movie "October Sky" (an anagram of the book's title) is good enough to stand alone. I have not read Hickam's memoirs, but I am still able to enjoy and understand their film adaptation. The film, directed by Joe Johnston and written by Lewis Colick, records the story of teenager Homer Hickam (Jake Gyllenhaal), beginning in October of 1957. It opens with the sound of a radio broadcast, bringing news of the Russian satellite Sputnik, the first artificial satellite in orbit. We see a images of a blue-gray town and its people: mostly miners working for the Olga Coal Company. One of the miners listens to the news on a hand-held radio as he enters the elevator shaft, but the signal is lost as he disappears into the darkness, losing sight of the starry sky above him. A melancholy violin tune fades with this image. We then get a jolt of Elvis on a car radio as words on the screen inform us of the setting: October 5, 1957, Coalwood, West Virginia. Homer and his buddies, Roy Lee Cook (William Lee Scott) and Sherman O'Dell (Chad Lindberg), are talking about football tryouts. Football scholarships are the only way out of the town, and working in the mines, for these boys. "Why are the jocks the only ones who get to go to college," questions Homer. Roy Lee replies, "They're also the only ones who get the girls." Homer doesn't make it in football like his older brother, so he is destined for the mines, and to follow in his father's footsteps as mine foreman. Until he sees the dot of light streaking across the October sky. Then he wants to build a rocket. "I want to go into space," says Homer. After a disastrous attempt involving a primitive rocket and his mother's (Natalie Canerday) fence, Homer enlists the help of the nerdy Quentin Wilson (Chris Owen). Quentin asks Homer, "What do you want to know about rockets?" Homer quickly anwers, "Everything." His science teacher at Big Creek High School, Miss Frieda Riley (Laura Dern) greatly supports Homer, and the four boys work on building rockets in Homer's basement. His father, however, whose life is the mine, does not support him. John Hickam (Chris Cooper) believes that Homer shouldn't waste his time on the rockets, that the coal mines are all that matter. The coal from the mines is used to make steel, and without steel, the country would be nothing. The difficult relationship between Homer and his dad is one of the most poignant relationships I have ever seen in a film. Miss Riley introduces Homer to the idea of entering the local science fair, with a chance to go the nationals and win a college scholarship. "You can't just dream your way out of Coalwood," she tells Homer. Homer and his friends act upon their dreams by working constantly on the rockets, improving the models with each attempt. Despite the many attempts, the boys do not lose their determination. "What are the chances of us winning that science fair," O'Dell asks Homer in one of their more despairing moments. "A million to one," answers Homer. "That good?" O'Dell replies, "Well, why didn't you say so?" The music, composed by Mark Isham, conveys sadness and hope at the same time, especially sad at a point when Homer descends into the mine shaft and loses sight of the sky and his dreams of getting out of Coalwood. Rollicking 1950s' rock and roll, including songs by The Coasters and Buddy Holly, occasionally pushes the instrumental pieces aside to create a light-hearted mood that contrasts the teenagers' lives with the lives of the miners. The film, photographed by Fred Murphy, also uses colors to set moods and symbolize. The town of Coalwood, actually filmed in Tennessee, is washed with blues, grays, and browns. It's as if the grime from the coal sticks to everything- faces, clothes, houses, and roads. When a couple in a gleaming red convertible stops to ask for directions from the boys, it is obvious that they are from the world outside of Coalwood and the Olga Coal Company. The book on guided missile design that Miss Riley gives Homer is red. The red stands out enough against the blue-gray world of Coalwood to symbolize "getting out", but it is still subtle. The reds are fleeting hints of a world that Homer only dreams of. Jake Gyllenhaal expresses such zeal, hope, and pertinacity as Homer Hickam that it is hard to believe he isn't the real Homer we see in actual footage at the end of the film. Chris Cooper is also extraordinarily believable as Homer's stubborn father, who doesn't recognize, or just doesn't want to admit, that the mine is not producing enough to keep the town alive. Homer, and everyone who encourages him in his rocket-building, is aware that the town is dying. With the community disintegrating, the only way they stay together is by gathering for the rocket boys' demonstrations. Again, I'm sure things didn't happen exactly as the movie portrayed them, but what would a movie be without a bit of idealism? "October Sky" has just enough of that to make it a great motion picture and enough rawness to keep it real."	positive
"There is an old saying that relates to the rousing new film by Joe Johnston that goes something like this: "The man who thinks he can and the man who thinks he can't are both right." That is a highly presumptuous statement referring to self motivating and belief in an individual, which, in this movie, stand true even after road blocks and family trouble stand in the way.<br /><br />"October Sky" is about a young man who believes in himself named Homer Hickam, growing up in a strict, traditional family in the 1950's. Homer loves in a small coal mining town where nearly every man grows up to be a miner. All of his friends, Quentin, Roy, and O'Dell all think that their life after high school will be like everyone else's. Homer is not exited about that future.<br /><br />One night, while everyone stares at the sky, a Russian space craft called Sputnik passes overhead. This is something new for Homer, and he finds it spectacular and overwhelming. From this point on, his look at life will never be the same.<br /><br />First, he tells everyone that he wants to work in the rocket scientist area for an occupation. Flabbergasted at what he says, his family passes that idea over their heads and continues with life as usual His friends, however, think that this idea may have some potential. After all, Quentin is a very smart individual when it comes to this kind of thing.<br /><br />When the four friends start to test model rockets, and blow a white picket fence to smithereens, then what seems to be a forest fire is scared by them, they're forced to end their progresses.<br /><br />The performances in this movie are absolutely riveting from start to finish. All of the actors give performances as if this is the real mumbo jumbo here. Standing out in all of the glory: Laura Dern as Miss Riley. This very well may be Academy award material if the judges can remember back to the beginning of the year when this film is released.<br /><br />The characters are also extremely well developed. Not only to the filmmakers give clear, apparent reason why Homer is interested in the subject, but they also explain to the audience how they are succeeding in their studding of rocketry. We clearly understand all of the characters' motives and beliefs, especially the father, who is bent over on everlasting tradition.<br /><br />The film, unfortunately, loses some of its momentum at mid-point because of a silly, recycled romantic sub-plot involving Homer's love interest and how his brother stole her from him. This type of this is becoming so awfully common in high-school movies, not that this film is aimed at high-schoolers. The actors stare at each other mindlessly, like the are in a trance. I put up with it without complaining in 1997's "Inventing the Abbots," but I have had just about enough this.<br /><br />But that is just a minor complaint. With an authentic looking time period, cinematography worth an Oscar and clips of the real life Homer and friends at the end, whom all hit it big with their dreams, especially Homer, this is the first great film of 1999.<br /><br />"	positive
"I have never seen such a movie before. I was on the edge of my seat and constantly laughing throughout the entire movie. I never thought such horrible acting existed it was all just too funny. The story behind the movie is decent but the movies scenes fail to portray them. I have never seen such a stupid movie in my life which is why it I think its worth watching. I give this movie 10 out of 10 for being the most pathetic movie ever created, this movie seems like it was solely created to become trash. I mean the scenes seem so fake and the actors act like "the camera is in front of them". You will get a kick just watching how lame this movie is, me and my friend could not stop making jokes during the movie, the darthvader guy who tries to get the girl got ran over not once but twice and the second time he got ran over it sounded like he said sh!# although he doesn't speak English lol. If you watch this movie you will think to yourself that all those other movies you didn't like you took for granted they are way better than this. This movie should be seen out of curiosity as well as what kind of movie DEFINES lame. The evil serpent encountered the girl so many times it was ridiculous, the evil serpent just roared and roared and let her get away every time. The evil serpent had so many chances it was like god was trying to say hurry up and eat the girl how many miracles do you want. The transition between scenes leaves you wondering did I miss something? So many plot holes from scene to scene. I was laughing like crazy when they decided to "Escape To Mexico" to get away from the serpent. Hmmmm hopping the border will save you from a serpent from Korea? interesting... very interesting.... I guess hopping the border solves all problems. Another scene that completely stupified me.. they met for the first time and had a romantic scene at the beach they kissed and didn't even know each other... the scene was so clichéd and the was no substance at least in other movies it might seem logical afterwhile but i mean they JUST MET even though they are reincarnations there feelings were like they instantly loved each other instead of it rather developing. Anyways this movie is worth watching for the sake of opening your eyes and seeing the light. Bad Hollywood movies will seem like heaven when compared to this. In the end its worth watching you wont get bored you will be occupied criticizing every moment, every scene in your head."	positive
"This review comes nearly 30 years late. Nevertheless, it has to be mentioned that I chanced by a copy of this movie sometime in early 2008 and watched it repeatedly for 4 months straight! I just had to write about it! I got smitten and forgot anything else existed once I saw this movie. How ironic it is to see Literature's ugliest male protagonist portrayed by the handsomest man! yet, what a welcome irony! It suited me perfectly and more so because Timothy Dalton did full justice to his role. He delivered an astounding and triumphant performance! I have never seen anything like it! All the other actors are very good too. The whole movie was put together beautifully. I don't care what anyone says about this movie. I just love it and love it! It made me happy and satisfied. It crushes me a bit to say this but I prefer Jane Eyre 1983 to A&E's P&J, which I believe is the ultimate mini-series. <br /><br />The excerpts from Jane Eyre spooked me a little back in school. I never got around to reading the book seriously knowing the story line so well. Seeing this particular production made the story come to life for me and drove me to a near frenzy. The scenes and Mr. Dalton's voice haunted me endlessly and finally led me to read the book seriously, which, of course is a masterpiece. Bravo to the whole team and especially to Mr.Dalton!! This movie is now a part of me.<br /><br />I give it 10/10 rating."	positive
""Flavia, la monaca muslmana" aka. "Flavia the Heretic" of 1974 is a truly disturbing and uncompromising piece of Italian Exploitation cinema that, to a certain extent, follows a somewhat feminist premise (though the level of sleaze and brutality would probably disgust the majority of feminists). Set mostly in a convent, and with a nun as the eponymous central protagonist (great performance by the wonderful Florinda Bolkan), "Flavia the Heretic" may be referred to as a 'Nunsploitation' film. However, this film differs quite drastically from the typical Nunsploitation flicks from the time, as it doesn't so much focus on the nunsploitation elements such as lesbianism, sadistic lesbian punishments, etc. Personally, I saw more similarities to the Hexploitation flicks of the time, such as "Mark of The Devil", (even though this one doesn't treat the topic of witch-hunts), which focus on the brutal execution of Christian fundamentalism in the middle ages and early modern period.<br /><br />Italy around 1600: After witnessing her despotic father behead a wounded Muslim soldier, young Flavia is forced to become a nun in a convent. When her father condemns a fellow nun to a torturous death for a small misdemeanor years later, Falvia's disgust with male violence against women turns into hatred against the despotic church, and she joins a band of Arabic scavengers...<br /><br />One thing is for sure, "Flavia the Heretic" is not for the faint-hearted, and neither is it for those who want happy endings. Director Gianfranco Mingozzi obviously tried to make his film as realistic and disturbing as possible, especially in its nasty scenes. The many torture- and execution-scenes are extremely disturbing, with skinnings, spikings and other gruesome scenes in explicit detail, the most shocking scene probably being the torture of the young nun quite in the beginning of the film. The violence here is never superfluous, however. After all, this gruesome methods actually were reality in the time the film is set in. The film is very well-made, with realistic costumes, fantastic settings an elegant cinematography and a great score by Nicola Piovani. The stunningly beautiful and great Florinda Bolkan has proved her talent in many great Italian cult-productions (including Lucio Fulci's Giallo-masterpiece "Non Si Sevizia Un Paperino" of 1972). She delivers another great, charismatic performance here, and I couldn't imagine another actress fitting as well in the role as she does. The film has some minor inconsistencies (E.g. why does the rigid church let bizarre cult-followers into convents in the first place). However, it is overall amazing how realistic this film is. "Flavia the Heretic" should definitely not be missed by my fellow fans of Italian Exploitation Cinema. This is a great Exploitation flick overall, though it definitely is a deeply depressing one and therefore should be watched in the right mood. Highly recommended to fans of disturbing exploitation cinema. 7.5/10"	positive
"If you want a fun romp with loads of subtle humor, then you will enjoy this flick.<br /><br />I don't understand why anyone wouldn't enjoy this one. Take it for what it is: a vehicle for Dennis Hopper to mess with your head and make you laugh. It ain't Shakespeare, but it is well done. Ericka Eleniak is absolutely beautiful and holds her own in this one - Better than any episode of Baywatch - and shows a knack for subtle humor. Too bad she hasn't had many opportunities to expand on that.<br /><br />Tom Berenger fits his role of "real Navy" perfectly and William McNamara does a solid job as a hustler.<br /><br />Throw in a walk-on by Hopper in the middle of the chase for "the Cherry on this Sundae" and you've got a movie that kept my attention and kept me laughing. I bought this one as soon as it was available.<br /><br />Brain-candy."	positive
"I felt this movie was as much about human sexuality as anything else, whether intentionally or not. We are also shown how absurd and paradoxical it is for women not to be allowed to such a nationally important event, meanwhile forgetting the pasts of our respective "advanced" nations. I write from Japan, where women merely got the right to vote 60 years ago, and female technical engineers are a recent phenomenon. Pubs in England were once all-male, the business world was totally off-limits for women in America until rather recently, and women in China had their feet bound so they couldn't develop feet strong enough to escape their husbands. Iran is conveniently going through this stage in our time, and we get a good look at how ridiculous we have all looked at one time or another. Back to the issue of sexuality, we are made to wonder what it may be intrinsically about women that make them unfit for a soccer game (the official reason is that the men are bad). Especially such boyish girls, a couple so much so that you even get the feeling that lesbianism is on the agenda as well. I think one point is that not all women are the same, and the women the police are trying to "protect" are not the ones who would try to get in in the first place. The opening scenes of the approach to the stadium makes you appreciate the valor of the young women trying to get in -- and each one separately -- at all. It is a brutish man's world. Any woman brave enough to try to go should be allowed! The world of sexuality is not one-size-fits-all.<br /><br />Meanwhile, the apprehended criminal girls bond inside the makeshift pen awaiting their deportation to who-knows-where, and in a much more subtle way, begin to bond with the guards keeping watch over them. These had definite ideas about women and femininity, which were being challenged head-on. The change in attitude is glacial, but visible.<br /><br />Since the movie is pure Iran from the first moment, it takes a little easing-into for the foreigner, but the characters have a special way of endearing themselves to you, and you end up getting the whole picture, and even understanding the men's misunderstandings and give them slack. The supposed villain is the unseen patriarchy of the Ayatollahs, which remain unseen and unnamed, and likely unremembered.<br /><br />Knowing that this movie was filmed during the actual event of the Iran-Bahrain match gives me a feeling of awe for all involved."	positive
"There may be spoilers!<br /><br />Charlie Fineman (Adam Sandler), who lost his family in a tragedy, (the terrorist attacks of Sept. 11), still grieves over their deaths. He runs into his former college roommate, Alan Johnson (Don Cheadle), and the two rekindle their friendship. Alan vows to help his old friend come to terms with the terrible loss. This is a simplification of the basic story of Reign Over Me. <br /><br />This movie is, however, a story of how fate intercedes in our lives when we ourselves may be powerless do any thing about our own states of being. Alan is stuck in a life that he knows is no longer fulfilling. He feels friendless and out of touch with his own reality. He is unable to communicate with his wife and his associates at work. He can't express his feelings and as a result feels lost and distant from his own world. He chances upon Charlie on the streets of Manhattan while driving from his job. Eventually he meets and discovers that Charlie, (who originally does not remember Alan), is living in a false reality of his own. Charlie has gone back to a time in his life when he had no family. He lives as if he were still a student playing in a rock band, collecting vinyl records of the 60s and 70s bands, and playing video games. He has escaped to a better and safer time in his life where there are no bad guys and he has a lot less to lose. Everyone in this movie is affected in some way by the tragedy that has affected Charlie and his remission to a formerly different and better (?) place. His landlady is his protector and great enabler. His in-laws are subtracted from his life because they would take him back to the reality that his family is now gone from his life. And Alan is most affected by him because Alan wants to, (in at first a selfish desire to escape from his own reality) to be with Charlie as a means to subtract himself from his own stifled reality and then he wants to find a way to help Charlie begin to recover from his self-induced guilt and denial of loss. It is through this relationship that not only is Charlie able to begin to heal himself but that Alan, in fact, learns to communicate and sate his true desires with his associates at work and, eventually, is able to admit to his wife he has not been able to communicate his real feelings to her but that he strongly wants to because he does love her. It is in fact a poignant moment in the film when the stuff has hit the fan and Charlie is being confronted with the reality of being put away that he and Alan are talking about the situation together over "Chinese" that Charlie states that he is in fact worried about Alan and not himself. <br /><br />This movie will, if you let it, take you through a river of emotions and leave you thinking. It will have you laughing at how Charlie uses his words, like people really do in everyday life, to make a comical statement of fact about a real situation. It will leave you on the verge of tears, (in my case actual tears), when Charlie confronts his grief and begins to come to grips with his tremendous loss. And that in fact the tragic reality is his guilt and loss has really never left him and he dealt with it in the only way he knew: denial. It will make you curse at the cold, unthinking actions of a young prosecutor trying to win his "case", (as I actually did at Charlie's hearing!) And it will make you smile at the commonsense of a old and wise, stern judge, (Donald Sutherland who is great at his short distinct role and gives the best performance of a wise, stern person in the legal profession since Wilford Brimley played an Assistant Attorney General in Absence of Malice.)<br /><br />This movie was also amazing to me for a few other reasons: (1) I never looked at my watch once during the showing of the film. Which means it had me from the beginning to the end, (2) Although the cast was interracial, this fact was not important to the playing out of the roles of the characters in the film. Race was a non-factor to the performance of the roles in this movie. Amazing people can actually interact with out this fact being brought out! and (3) the only real reference to 9/11 is when Charlie's financial attorney refers to the tragedy of Charlie's loss as "what Charlie had become on 9/12". Time will be the true test of how this movie will stand out in the future but if the purpose of a movie is not to just entertain but to make one think and have that movie stay with you long after you leave the theatre then Reign Over Me succeeded phenomenally as far as I am concerned. I have not yet forgotten this wonderful thought provoking film and I will wait impatiently for the day I can purchase it as a DVD."	positive
